,tweet,label (KMeans),label (HAC)
798,Pemerintah menggratiskan sertifikasi halal seperti aturan omnibus law untuk para pelaku UMKM #BuruhMajuBersamaOmnibus  https://t.co/eB7HtjIQ6p,0,0
799,Para buruh lebih dilindungi oleh Pemerintah melalui Omnibus law #BuruhMajuBersamaOmnibus,0,1
800,Pemerintah menggratiskan sertifikasi halal seperti aturan omnibus law untuk para pelaku UMKM👍 #BuruhMajuBersamaOmnibus  https://t.co/wC9aIoTx1L,0,0
801,Pemerintah menggratiskan sertifikasi halal seperti aturan omnibus law untuk para pelaku UMKM 😚#BuruhMajuBersamaOmnibus  https://t.co/hI4gLHOrS3,1,0
802,Para buruh lebih dilindungi oleh Pemerintah melalui Omnibus law  🙃🙃 #BuruhMajuBersamaOmnibus  https://t.co/r87xRm8j9V,0,1
803,"@republikaonline Maksudnya ini melarang demo tolak omnibus law ya ?  Itu hak rakyat, dijamin konstitusi. Emang KSP paham kenapa by jumlah halaman berbeda-beda bahkan sudah di tangan pemerintah ?  JELASKAN DONG !  https://t.co/kscQdaVzNc",1,0
804,"Sebenarnya kata Anggota Badan Legislasi(Baleg) DPR, Guspardi Gaus tidak mungkin pemerintah membuat rakyat sengsara dengan adanya Omnibus Law,  Kerja YES Demo NO #PeduliNasibPencariKerja  https://t.co/sspzZBI5Oi  https://t.co/jRAOZ8D9zv",1,0
805,"Istana Beri Kabar Mengejutkan Terkait UU Cipta Kerja, KSPI: Buruh Akan Ikuti Anjuran Pemerintah  ""... aksi 2 November 2020 ... adalah utk mendorong Mahkamah Konstitusi membatalkan Omnibus Law UU Cipta Kerja dan meminta Presiden utk mengeluarkan Perpu ... ""  https://t.co/ZUf7L4ovJJ",1,0
806,"Anggota Ombudsman RI Alamsyah Saragih: Saya kira Jokowi bukan orang jahat, tapi kenapa orang takut sekali komentari omnibus ini. Ketertutupan pemerintah semakin didukung dengan banyaknya orang yang takut.  #Bincang #WaktunyaLokadata  https://t.co/nkFP4LXrGK",1,0
807,"Menurut dia, kebijakan Anies juga kerap bertentangan dengan pemerintah pusat. Saat demo besar-besaran menolak Omnibus Law Undang-Undang Cipta Kerja yang ingin dicegah pamerintah, justru Anies hadir di tengah massa   https://t.co/2I65KnYz2A",1,0
808,@AbitmaBramantya @eko_kuntadhi bahkan kalau saya dukung pemerintah bila itu salah itu berbahaya buat negara. contohnya masalah halaman dalam UUD omnibus yang sangat tidak transparan dan  tiba-tiba bisa berubah halaman dan isi. yang mau bela pasti akan kesulitan. media sekarang banyak yang bisa dipercaya.,1,0
809,"Apa maksudnya didanai ?  Ya, biar di Indonesia ada pengalihan isu, biar pemerintah fokus ke omnibus aja, RUU Indo x Swiss jangan disahkan dulu.  Mungkin biar para koruptor bisa mengatur strategi biar harta yang ada LN ga jadi milik negara.",1,0
810,"Hingga dihari sumpah pemuda ini  rakyat msh aksi menolak Omnibus Law, tp pemerintah blm bergeming mendengarkan tuntutan rakyat, Ditambah lg ada edaran upah buruh thn dpn tidak naik,.  #CabutOmnibusLaw  #MosiTidakPercaya  #RezimSatuPersen  https://t.co/wk0YWVpLsO",1,0
811,"28 Okt 2020 -16:50 WIB  Massa Tolak Omnibus Law Ultimatum Jokowi-Ma'ruf Amin  Massa Himpunan Mahasiswa Persatuan Islam mengultimatum pemerintah dalam aksi penolakan Omnibus Law  """"Ada 7 poin tuntutan,  meminta Presiden Joko Widodo segera terbitkan Perppu pembatalan UU Ciptaker""""  https://t.co/J41lHHGCNr",1,0
812,Massa Aksi Demo Menolak UU Omnibus Law Membawa Korek Kuping Raksasa untuk Pemerintah    https://t.co/6OjxA3inGA,0,0
813,Omnibus Law UU Cipta Kerja memungkinkan pemerintah membentuk bank tanah #KebenaranUntukRakyat #BanyakManfaatUntukSemua  https://t.co/8kD6onmRXs,0,0
814,OMNIBUS LAW : Segudang manfaat UU ciptaker bagi UMKM Percepatan dan kepastian Dlm Proses sertifikasi halal Pelaku UMK diberi kemudahan &amp; Biaya ditanggung pemerintah Memperluas lembaga pemeriksa Halal dapat dilakukan oleh Ormas Islam &amp; PTN. #PemudaBangkitkanEkonomi  @SatyaJogja_  https://t.co/uRPkdPWXsN,1,0
815,"Istilah ""pembangkangan sipil"" naik daun sejak pemerintah dan DPR kompak kebut-kebutan bikin Omnibus Law. Sebetulnya apa sih pembangkangan sipil itu? Memang ada contoh suksesnya? Bisakah diterapkan di Indonesia?  Mari merapat!  #cancelomnibuslaw #tolakomnibuslaw #mositidakpercaya  https://t.co/a1pmQn1FAj",1,0
816,"So, mendukung semua kebijakan pemerintah dan Omnibus Law adalah bentuk sumbangsih untuk bangsa...? What a concept 😂",1,0
817,Massa Himpunan Mahasiswa Persatuan Islam mengultimatum pemerintah dalam aksi penolakan Omnibus Law UU Ciptaker. Ada 7 poin ultimatum salah satunya meminta Presiden Joko Widodo segera terbitkan Perppu pembatalan UU Ciptaker.  https://t.co/raH7stm59S,1,0
818,#BersamaDukungOmnibus Omnibus Law memungkinkan pemerintah membentuk bank tanah. Dgn cara mendistribusikan tanah terlantar kepada rakyat.  https://t.co/E2YJCOu7O2,0,0
819,"Lewat Hari Sumpah Pemuda, massa menolak Omnibus Law hingga meminta pemerintah memboikot produk Prancis usai pernyataan presiden Emmanuel Macron soal Islam.  https://t.co/OMPEZsBYvK",1,0
820,"Kalo mau unduh draft omnibus law yang latest dan official dari pemerintah, itu unduh dari website/mobile app apakah?",0,1
821,"Update ~ Penyampaian aspirasi Pak Tamat, Petani Cilacap yg datang ke Jakarta untuk menuntut pemerintah segera mencabut Omnibus Law.. (28/Okt/2020) #CabutOmnibusLaw  https://t.co/2v4jSXg3kg",1,0
822,Massa ancam duduki istana jika pemerintah tak batalkan Omnibus law.  https://t.co/iy3MeXyCWV,0,1
823,"Sumpah kenapasih bener - bener ya pemerintah, masalah omnibus law blm selesai bikin lagi aja masalah baru 🙂",0,1
824,"pemerintah mendorong penyederhanaan hukum lewat omnibus law UU Cipta Kerja, namun mendapat perlawanan dari gerakan ekstra parlemen. “Niat mulia Presiden Jokowi telah secara gamblang dikemukakan bahwa proses pembangunan memerlukan penyederhaan sistem hukum""  https://t.co/WQ2UM4CZw6",1,0
825,Bank Tanah Dalam UU Cipta Kerja Maksudnya adl Omnibus Law UU Cipta Kerja memungkinkan Pemerintah membentk Bank Tanah Lembaga tsb menata tanah yg terlantar kmdn mendistribusikan  kembali kpd rakyat  Be smart n good people   #BersamaDukungOmnibus   @Sydney_Whitee  @__MV_llestari__  https://t.co/2zi9rUYv90,1,0
826,"Melalui UU CIpta Kerja, Pemerintah berniat sangat baik untuk pekerja.  Karena kalau investasi naik, pertumbuhan ekonomi naik, lapangan pekerjaan itu terbuka otomatis semua akan mendapatkan manfaat baiknya.  Jangan percaya hoax Omnibus Law. #BersamaDukungOmnibus  https://t.co/urdGkgJoDg",1,0
827,@Widyarenee Ya udah sih. Batalkan omnibus jamin dah g bakalan ad yg demo. It jga klo pemerintah p3duli😅,0,0
828,"Untuk pebisnis makanan dan minuman, UU Omnibus Law memberikan kemudahan untuk mendapatkan sertifikasi halal, bahkan biayanya gratis loh, karena biayanya ditanggung Pemerintah. Wow, mantul banget nih. #BersamaDukungOmnibus  @wisanggeni_084 @arjuno_ireng01  https://t.co/uJJsi62xX7",1,0
829,Masih denial lagi soal pemerintah bohong dan bayar buzzer? Bagian Humas tmpt gue pengen ngundang influencer buat ngomong bahwa mereka pro omnibus law. Emang udah separah itu mengkondisikan kebijakan bobrok,1,0
830,"#BersamaDukungOmnibus Bank Tanah dalam UU Cipta Kerja. Omnibus Law UU Cipta Kerja memungkinkan pemerintah membentuk bank tanah. Dlm aturan tsb,lembaga tersebut menata tanah yg terlantar,kemudian mendistribusikan kpd rakyat. @atr_bpn  #BersamaDukungOmnibus  https://t.co/CAi4ui6ZTL",1,0
831,Pemerintah sudah berupaya yang terbaik melalui omnibus law untuk kebaikan masyarakat #BersamaDukungOmnibus  https://t.co/CetVzlhr2X,0,1
832,"Sebenarnya jurasirk park mencegah komodo punah,tapi karena kurang bya konunikasi pemerintah jadi ada salah paham....omnibus law pub di refisi karena kurang komunikasi aja ...jadi indonesia salah paham mu #Komodo",1,0
833,"Gerakan Tolak Omnibus Law (Getol) Jawa Timur kembali menggelar aksi “Tolak Omnibus Law.” Sikap Getol masih sama yakni menyatakan “Mosi Tidak Percaya” kepada pemerintah, baik eksekutif maupun leglislatif.   https://t.co/2FWYcwA5KM",1,0
834,"Selamat Hari Sumpah Pemuda y guys,,,, !!!!  Kita Suksekan Program Pemerintah @jokowi   Bangun Bangsa Dengan : Be Eanterpreneur Lewat  OMNIBUS LAW.  NOW OR NEVER,,,,, !!!! @BimoDjogja  @BregodoSiber @ida2friani @LynRadityawan  #BarisanProKerja #MakinMudahBukaUsaha  https://t.co/DU9S5p4cK8",1,0
835,"Menteri Koordinator Maritim dan Investasi Luhut Binsar Panjaitan mengingatkan para penolak Omnibus Law, pemerintah jstru sedang mnyiapkan segala ssuatu untuk generasi yang akan datang lewat beleid tersebut.  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi    https://t.co/t6VbpjvEH3",1,0
836,"Omnibus law merupakan jalan keluar yang paling tepat dilakukan pemerintah dan solusi menghadapi krisis ekonomi secara global pasca pandemi. RUU Ciptaker ini menjadi jawaban yang tepat,"" kata Ali.  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi",1,0
837,"omnibus law adalah rancangan undang-undang yang dibuat pemerintah untuk membuat ease of doing bussines di Indonesia semakin baik. ""Jika banyak investasi di Indonesia, maka akan semakin banyak tenaga kerja yang bisa diserap  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi",1,0
838,"RUU Cipta Kerja Omnibus Law. Inikan program pemerintah yang banyak gunanya untuk mempermudah investasi di Indonesia. Pasti kita dukung program itu. Jangan khawatir,  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi",1,0
839,"Pemerintah harus mensosialisasikan Omnibus Law Cipta Kerja secara masif kepada masyarakat dan pihak-pihak yang menolak, agar memahami arah serta tujuan dari UU tersebut,” katanya.  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi",1,0
840,"Namun, Arif juga meminta kepada Pemerintah untuk membuka komunikasi seluas-luasnya kepada semua pihak yang mengkritisi dan menolak Omnibus Law Cipta Kerja yang dinilai bertentangan dengan kehidupan berbangsa dan bernegara.  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi",1,0
841,"Sambut Baik Omnibus Law, Putri Ma’ruf Amin: Untuk Kesejahteraan Masyarakat. Itu merupakan upaya Pemerintah untuk menyederhanakan birokrasi dan menarik investasi untuk kesejahteraan masyarakat Indonesia. Demo Perburuk Pandemi #PemudaBangkitkanEkonomi  https://t.co/KfAMl6oeLv",1,0
842,Strategi penetapan Omnibus Law Cipta Lapangan Kerja merupakan hasil dari optimalisasi kerja keras Pemerintah wujudkan Indonesia maju.  #PemudaBangkitkanEkonomi  https://t.co/Bd5clwzoAN,1,0
843,"Pemerintah meminta di hari sumpah pemuda ini agar retap bersatu, dan bisa memaknai sumpah pemuda lebih dalam... Tapi mereka lupa kalau mereka sendiri lupa akan sumpah jabatan nya, mereka buta bahwa pemuda sdh bersatu menolak omnibus law tapi mereka hiraukan  https://t.co/wm8xQDfFPX",1,0
844,"1. Menko Maritim &amp; Investasi Luhut Binsar Panjaitan mengingatkan para penolak Omnibus Law UU Ciptaker, justru pemerintah melalui Omnibus Law ini sedang menyiapkan segala sesuatu utk generasi yg akan datang  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi   https://t.co/eEZiNUAvOT",1,0
845,"Pemerintah tidak mungkin membuat regulasi yang merugikan rakyatny. Apalagi, di tengah ekonomi dunia yang tidak stabil. Omnibus Law adalah solusi bersama untuk kita bisa menjadi negara maju. Jangan ikut Demo Perburuk Pandemi! #PemudaBangkitkanEkonomi  https://t.co/sv8gFFLHgJ",1,0
846,"Luhut Binsar Panjaitan mengingatkan para penolak Omnibus Law UU Cipta Kerja (Ciptaker). Kata dia, pemerintah justru sedang menyiapkan segala sesuatu untuk generasi yang akan datang lewat beleid tersebut. Demo Perburuk Pandemi #PemudaBangkitkanEkonomi  https://t.co/TG1rkpP9jz",1,0
847,Ahmad Ali (Nasdem) menyatakan dengan tegas jika partainya mendukung RUU Cipta Kerja Omnibus Law. Saat ini RUU tersebut tengah digodok di parlemen setelah diusulkan oleh pemerintah beberapa bulan lalu. Demo Perburuk Pandemi #PemudaBangkitkanEkonomi  https://t.co/XSd4nwTi2m,1,0
848,UU Omnibus Law Cipta Kerja mengatur tentang perizinan tenaga kerja asing dan setiap Perusahaan pemberi kerja yang mempekerjakan tenaga kerja asing wajib memiliki pengesahan rencana penggunaan dari pemerintah pusat.  Demo Perburuk Pandemi #PemudaBangkitkanEkonomi  https://t.co/fTXU7lhyrg,1,0
849,"Omnibus Law RUU Cipta Kerja dapat menjadi pintu yang lebih luas bagi pemerintah memberikan kemudahan permodalan bagi pelaku Usaha Mikro, Kecil, dan Menengah (UMKM). Demo Perburuk Pandemi #PemudaBangkitkanEkonomi  https://t.co/CZaycKtCy3",1,0
850,@55Annur @geloraco Luhut ke Pedemo Omnibus Law: Pemerintah Menyiapkan Masa Depan   https://t.co/SjEDyKPwB0,0,1
851,"@cices_anto Jepang menjadi trending saat itu karena menjadi pilihan terbesar orang2 Indonesia yang sudah sangat lelah dan tidak tahan dengan kacaunya keputusan pemerintah.  Mulai dari awal sejak muncul corona hingga omnibus law,  Banyak tweets saat itu oleh warga Indonesia yg berkeinginan -",1,0
852,Pemerintah mengesahkan omnibus law sebagai solusi untuk mensejahterakan  pekerja dan yang ingin membuka usaha lainnya .  #MakinMudahBukaUsaha  https://t.co/ysLX1twyvm,0,0
853,"- UU Omnibus Law di ketok PT. INKA Kebanjiran Orderan  Pemerintah Kongo dan Pemerintah Indonesia membangun kesepakatan  Pengadaan Kereta Api, proyek ini bernilai Rp 161,7 T  UU Omnibus Law menguntungkan Rakyat  Demo Nyusahin Rakyat #MakinMudahBukaUsaha  https://t.co/uQJY0SGJJQ",1,0
854,6 Keuntungan Omnibus Law Cipta Kerja Versi Pemerintah  Demo Nyusahin Rakyat #MakinMudahBukaUsaha  https://t.co/vpU1K2Yrjm,1,0
855,Luhut Binsar Panjaitan mengingatkan para penolak Omnibus Law UU Cipta Kerja (Ciptaker). Pemerintah justru sedang menyiapkan segala sesuatu untuk generasi yang akan datang lewat beleid tersebut. Demo Nyusahin Rakyat #MakinMudahBukaUsaha  https://t.co/Te0vpkKI7b,1,0
856,"Omnibus Law tanggapan dari pemerintah atas tuntutan masyarakat, yang di inginkan perluasan lapangan kerja , dan penciptaan iklim yang kondusif bagi investasi juga dunia usaha. Jangan Demo Nyusahin Rakyat #MakinMudahBukaUsaha  https://t.co/HKrn6CF4eG",1,0
857,Pemerintah menghadirkan Omnibus Law sangat tepat di tengah pandemi seperti ini. Kerja cerdas. Demo Nyusahin Rakyat #MakinMudahBukaUsaha  https://t.co/IT558AdtxN,1,0
858,Omnibus Law merupakan paket Undang-Undang yang diusulkan pemerintah membantu para umkm loh #MakinMudahBukaUsaha  https://t.co/x6OLdxWPzN,0,0
859,"Ditemukan Pasal Pasal Selundupan di UU Omnibus Law , Rezim Pemerintah dan DPR Tak Cukup Minta Maaf , Mesti Diproses Hukum.   https://t.co/AYfYozFZgc",0,0
860,Omnibus Law merupakan paket Rancangan Undang-Undang yang diusulkan pemerintah Jokowi kepada DPR RI. Semangat RUU ini selain mempermudah masuknya investasi agar kedepannya tercipta lapangan kerja lebih luas. Demo Nyusahin Rakyat  #MakinMudahBukaUsaha  https://t.co/xDekqvE6It,1,0
861,"Banyak kemudahan yang diberikan pemerintah bagi investor, terutama penyerderhanaan regulasi dan birokrasi di dalam Omnibus Law UU Cipta Kerja.  Demo Nyusahin Rakyat #MakinMudahBukaUsaha   https://t.co/MtX1R4oGIf",1,0
862,"kehadiran Omnibus Law ini menjadi langkah maju pemerintah untuk melakukan harmonisasi antara kepentingan rakyat dan pengusaha yang berorientasi pada kesejahteraan rakyat, melalui kemudahaan perizinan berusaha. Demo Nyusahin Rakyat  #MakinMudahBukaUsaha  https://t.co/yDVoggMnmo",1,0
863,"Pemerintah mengklaim, Omnibus Law UU Cipta Kerja (Ciptaker) akan mempermudah masyarakat untuk membuka usaha di daerah.  https://t.co/zWWLep8ggP Demo Nyusahin Rakyat #MakinMudahBukaUsaha  https://t.co/VhlnwtgA8p",1,0
864,Pemerintah menyiapkan Omnibus Law mengenai perizinan berusaha. Hal ini sebagai upaya pemerintah mempermudah perizinan usaha dan investasi.  https://t.co/J8Ohfh6cdZ Demo Nyusahin Rakyat #MakinMudahBukaUsaha  https://t.co/wE5CBbvHVV,0,0
865,"Luhut ke pendemo : Omnibus Law, pemerintah menyiapkan masa depan Demo Nyusahin Rakyat #MakinMudahBukaUsaha    https://t.co/LYwnBxxtM5",0,0
866,"belum kelar tentang omnibus sekarang muncul masalah baru! kenapa dengan Indonesia? pemerintah yang gila uang, sampai hewan pun mau mereka ganggu! #savekomodo  #savekomodonationalpark #savekomodoindonesia  https://t.co/CqMmn8WdsI",0,0
867,"Melihat kasus Omnibus dan Komodo, satu kesimpulannya; pemerintah sangat butuh public relation yang lebih baik. Yang terbuka dan proaktif di ranah digital. Nyalahin masyarakat kurang literasi, sendirinya ngga sosialisasi yg tuntas sblm bikin apa2.",1,0
868,"92 Tahun Sumpah Pemuda 28 Okt 1928 - 28 Okt 2020 : Mahasiswa hari ini kembali bergerak menuju istana tuk sampaikan aspirasi, cabut omnibus law dan mosi tidak percaya kepada pemerintah ! Terimalah mereka dgn solusi bijaksana, bung .... #PemudaBangkitLawanRezim 🇲🇨 😷😷😷 _  https://t.co/QqHSCtj0zl",1,0
869,"Nah kan, banyak yg reaktif akibat demo Omnibus Law llu, siapa yg mau bertanggungjawab? Pemerintah lagi pasti, skarang mo demo lagi? Knp kalian gak jd relawan di RS Wisma Atlet aja. Lebih berguna hidup kalian Stop Nyari Penyakit #DemoCiptaClusterKovid   https://t.co/DEfttSAZLB",1,0
870,"@txtdrpemerintah Yang harusnya di-Omnibus-Law-in tuh pemerintah nggak sih? Nggak produktif sama sekali, di pikirannya libur libur libur mulu.",0,1
871,Judi sebagai cara pemerintah cari duit. Bukan omnibus.,0,1
872,"Hoax tentang Tenaga Kerja Asing, Pesangon, Upah minimum. Semua tidak benar. Pemerintah melalui UU Omnibus law sangat konsern tentang hak para pekerja . Dan UU Omnibus Law itu titik temu antara hak pekerja, pengusaha dan pemerintah  Stop Nyari Penyakit #DemoCiptaClusterKovid  https://t.co/3xQuIYMpej",1,0
873,Dunia usaha menilai Undang Undang (UU) Cipta Kerja atau Omnibus Law Cipta Kerja sebagai reformasi struktural terbesar yang pernah dilakukan pemerintah dan DPR.  https://t.co/LtCImCfrv7,0,0
874," https://t.co/74ckO6PU6n Pemerintah harus mensosialisasikan Omnibus Law Cipta Kerja secara masif kepada masyarakat dan pihak  yg menolak, agar memahami arah tujuan dari UU tersebut. Bila ada yg tdk sesuai ke MK untuk hak uji materi. Stop Nyari Penyakit #DemoCiptaClusterKovid",1,0
875,"Pemerintah dan DPR membuat UU Omnibus Law dengan tujuan sangat baik untuk kepentingan masyarakat. Dalam UU Omnibus Law, salah satu yang sangat berpihak pada masyarakat adalah pendirian usaha yang ke depan akan lebih mudah.  https://t.co/uXCSHUjWUX",0,0
876,Pemerintah terus berupaya untuk meningkatkan kesejahteraan hidup para buruh melalui omnibus law #OmnibusItuBaik  https://t.co/S8jgstwSS5,0,1
877,"Pemerintah harus mensosialisasikan Omnibus Law Cipta Kerja secara masif kepada masyarakat dan pihak-pihak yang menolak, agar memahami arah serta tujuan dari UU tersebut. Jadi mereka bisa Stop Nyari Penyakit #DemoCiptaClusterKovid  https://t.co/QAyT3VWwPP",1,0
878,Pemerintah harus mensosialisasikan Omnibus Law Cipta Kerja secara masif kepada masyarakat dan pihak-pihak yang menolak Stop Nyari Penyakit #DemoCiptaClusterKovid  https://t.co/a19XooZ9nO,1,0
879,meminta kepada Pemerintah untuk membuka komunikasi seluas-luasnya kepada semua pihak yang mengkritisi dan menolak Omnibus Law Cipta Kerja yang dinilai bertentangan dengan kehidupan berbangsa dan bernegara. Stop Nyari Penyakit #DemoCiptaClusterKovid,1,0
880,"Sumpah Pemuda 28 Oktober 2020 KAMI PEMUDA INDONESIA MENOLAK DINASTI, MENOLAK OLIGARKI,  MENOLAK PELEMAHAN KPK, MENOLAK OMNIBUS LAW, MENOLAK PEMERINTAH DAN LEGISLATIF ANTI DEMOKRASI #lawan",1,0
881,"@detikcom @detikfinance Gak ada yg mau terima dampak negatif corona. Yg satu koar2 hrs stay safe, yg lain koar2 ekonomi hancur. Pemerintah mau seimbangkan kesehatan sama ekonomi, muncul omnibus law sama demo2 anarkis. Corona makin panjang, ada yg makin jaya, ada yg makin hancur. Intinya ga peduli coy!!!",1,0
882,Pemerintah Harus Intens Sosialisasi UU Omnibus Law Ke Publik    https://t.co/gZ49DwL39Q,0,1
883,Cocok iki nek tenaga ahli pemerintah gelem njawab pertanyaan2 diskusi nang internet  Ga kyk kasus omnibus law podo mbidek kabeh sampe bingung takon sopo,1,0
884,Pemerintah berupaya mengatasi persoalan ini dengan dengan menghadirkan UU Cipta Kerja.  Omnibus Law ini mereformasi regulasi dan birokrasi yang selama ini hambat kemunculan lapangan pekerjaan baru yang lebih maksimal.   #JalinPersatu  #IndonesiaTanpaRasis,1,0
885,@idtodayco OMNIBUS LOW KISRUH ANTARA PEMERINTAH DENGAN PENGUSAHA DAN RAKYAT SERTA MASYARAKAT AKTOR DAN AKTRISNYA ADALAH TERMASUK MAHASISWA DAN SIAPA SAJA YANG TURUN DEMO ITU DAN YANG PRO DAN KONTRA POKOKNYA SEMUA YANG ANGKAT BICARA ITU LANTAS SUTRADARANYA ADALAH SIAPA ?  DI BELAKANG LAYAR,1,0
886,"@CNNIndonesia kalau ga salah omnibus law itu adalah uu kan? bagaimana bisa dipuji kalau penerapannya belum dan evaluasi penerapan juga belum?  begini aja deh. ga perlu puja puji dri yg lain.  kalo pemerintah bilang ok, ya ok. so, silakan terapkan. masy yg utama: bisa makan dan nyekolahin anak.",1,0
887,"MIMBAR RAKYAT  Pada 5 Oktober lalu, Pemerintah Indonesia dan DPR RI telah melakukan pemufakatan jahat dengan mengesahkan RUU Cipta Kerja Omnibus Law. Maka dari itu, tak ada kata lagi yang harus kita buat, segera lawan sebelum terlambat!  https://t.co/xC8iKmVnel",1,0
888,"Kegabutan pemerintah. Di luar sana orang kelaparan kehilangan kerjaan , apalagi ditambah UU omnibus law. Dan dia nyari alien 😁",1,0
889,"@CNNIndonesia Sangat menguras tabungan, tapi pemerintah nya malah planga plongo malah bikin berita yg gk jelas apalagi masalah OMNIBUS law seolah-olah gk ada hal lain yg harus di urus",0,1
890,"Sekarang PR pemerintah pusat,  mensahkan omnibus law, yakan utk #LawanHantuInvestasi",0,0
891,@CNNIndonesia Omnibus law n libur panjang adlh kebijakan pemerintah utk meluaskan n meningkatkan  penyebaran corona,0,1
892,BEM SI akan memperingati sumpah pemuda dengan aksi demonstrasi besok siang. Mereka akan meminta pemerintah mencabut omnibus law UU Cipta Kerja.  https://t.co/ywTDb39qyX,1,0
893,"Baru baru ini, wacana pengesahan RUU cipta kerja atau omnibus law oleh pemerintah ramai dibicarakan. Pernyataan tersebut menimbulkan pro kontra dimasyarakat.  Maka dari itu, diskusi ini kami adakan guna memberikan ruang berdialektikan mengenai isu tersebut.",1,0
894,"Pemerintah sering gini nih jeleknya, selalu kasih respon yg isinya pembelaan/nyalahin orang lain. Kalo berkaca sedikit padahal uu omnibus ini justru yg peresmiannya ‘tidak bijak’.",1,0
895,"Maaf mas saya udah gak percaya sama anda meskipun mas nya pake data. Omnibus Law, dukung pemerintah. Perihal Komodo, dukung pemerintah juga. Semua kebijakan pemerintah yang masyarakat kontra, mas nya pro. Kebalik kalo dua sisi nya adalah masyarakat yang pro, mas nya kontra.",1,0
896,"@antaranews Ya.. pengen nya pemerintah kan begitu omnibus law disah kan ditengah pandemi, biar ga demo.. nyatanya mahasiswa &amp; buruh tetap melaksanakan itu dan pemerintah pun terkesan abai dengan aspirasi rakyat",1,0
897,@andiniharsono Pemerintah sdh bentuk pansus utk salah satu cara utk #LawanHantuInvestasi tapi lebih bagus lagi kalau omnibus law disahkan utk melawan hantu2 investasi ini,1,0
898,"@NurlelySiregar Subhanallah, ternyata OMNIBUS LAW-CIPTA KERJA bisa mengundang ribuan buruh, mahasiswa dan rakyat begitu ya? Luas biasa, berarti Pemerintah telah berhasil menciptakan lapangan pekerjaan melalui produk Undang-undang Cipta Kerja.",1,0
899,"@tempodotco Terus pemerintah dan DPR membahas RUU Omnibus law di tengah pandemi itu tindakan bijak...  Mbo ya kalau ngomong tuh di pikir dulu, sampeyan tuh pejabat publik yang harus jaga sikap dan mulut",1,0
900,"@fopqrstu oke berarti ini gue dipaksa jadi presiden, first of all gue kan di kubu ya menolak tentabf omnibus law jadi mungkin gue akan bikin peraturan pemerintah pengganti UU untuk membatalkan hal2 yang udah diatur dalam pasal ketenagakerjaan dan untuk komodo, mungkin akan gue batalin",1,0
901,"@Uki23 Target pemerintah sbtlnya apasi dgn Omnibus? Misal klo pemberdayaan ekonomi, pasti ada target pertumbuhan ekonominya.",0,1
902,"@kumparan @bintanglemonade dan lucunya, dalam Omnibus Law yang konon di buat oleh Jokowi, impor garam akan tetap ada sesuai keputusan dr Pemerintah, padahal kenyataannya banyak garam lokal tdk terserap. Berarti kegelisahan Presiden atas tdk terserap garam hny Gimmick",1,0
903,"Komodo kgk salah apa², rumahnya digusur. Komodo yang jadi warisan negara, bukannya dijaga, malah dirusak. Rakyat kerja banting tulang, pemerintah ngeluarin omnibus. Itu yang yang jadi beban negara malah menerima fasilitas terbaik. Indahnya negeriku~  https://t.co/S2oPMmL68O",1,0
904,"@el_kaezzar Jaman sudah modern, pemerintah harus terbuka dan menjelaskan segala program secara rinci, dari omnibus law, komodo, dll. Jadi masyarakat paham, dan ga keplintir2 ehehe",1,0
905,"Kalau Tempo punya sentimen moral. Maka kasus sewenang² perusahaan media itu terhadap karyawannya terkait PHK dan pesangon, harusnya membuat mereka malu. Secara Tempo selalu menyorot Pemerintah Jokowi dgn framing negatif. Dan yg terakhir adalah soal UU Omnibus Law.  https://t.co/kDy49Q1ckI",1,0
906,"kenapa mereka begitu menolak terhadap UU Omnibus Law ini?Jawabannya karena lahan basah mereka kini digusur pemerintah. Sebelumnya mereka terlibat dalam penerbitan dokumen AMDAL,  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/1Jp1a0v5ZM",1,0
907,"Omnibus Law malah mencegah perusahaan dari merusak lingkungan, karena sebelumnya perusahaan harus membayar kepada pemerintah uang jaminan. Kalau mereka melanggar, maka uang mereka akan digunakan untuk proses pemulihan.  Jaga Dirimu Dari Kovid #CiptaKerjaLindungiAlam  https://t.co/L3qtYGvwQU",1,0
908,"@kompascom Bu ... mereka hrs dilawan, pemerintah jangan menunggu, UU Syah, pemerintah berhak menganggap mereka adalah pembangkang! Kecuali ada kesalahan secara tekhnis “salah ketik yg tdk merubah substansi” mengenai UU omnibus law bisa diperbaiki pemerintah jangan mundur!",1,0
909,"Menghadiri Mimbar Konstitusi sekaligus menjadi Narasumber kegiatan yang diadakan oleh Pengurus Cabang Pergerakan Mahasiswa Islam Indonesia ( PC PMII ) Kota Mataram dengan Tema ""Omnibus Law Cluster Investasi Pemerintah Pusat dan Kemudahan Proyek Strategis Nasional""  https://t.co/YDaIXku9Sw",1,0
